,Description,Position Id,Variance,EPC,PC,Position,Men off,Wastage,Checkers,1,2,3,4,5,6,Formula used,Estimate,Error,Abc,Matussek,2 Tower,3 Tower,4 Tower,5 Tower,Odd,CG,CG_N,gap1,gap2,gap3,gap4,gap5,gap6,tower1,tower2,tower3,tower4,tower5,tower6,towers,acedeuce,highlow,High,Medium,Low,Rollish
8945,Medium,44743,1.3409852,64.611855,56,2 014224,2,8.611855,13,0,1,4,2,2,4,Tba,63.0,-1.611854553,64.7,67.6,,,,,1,3.8076923076923075,1.2692307692307692,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
8946,Medium,39521,1.147587,56.29606,48,4 004223,4,8.29606,11,0,0,4,2,2,3,Tba,55.0,-1.296058655,56.2,58.2,,,,,1,3.8636363636363633,1.2878787878787878,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,False,True,False,False
8947,Medium,31898,0.9023721,46.46951,38,6 004122,6,8.46951,9,0,0,4,1,2,2,Tba,45.0,-1.469509125,46.2,47.7,,,,,1,3.7222222222222223,1.2407407407407407,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,False,True,False,False
8948,Rollish,493,0.6435052,57.239258,26,0 834000,0,31.239258,15,8,3,4,0,0,0,Tba,33.0,-24.23925781,44.7,55.6,,,,,1,1.2333333333333334,0.41111111111111115,0,0,0,1,1,1,1,0,0,0,0,0,1,11,8,False,False,False,True
8949,Low,27646,1.0253743,63.62335,42,0 418002,0,21.62335,15,4,1,8,0,0,2,Three Tower,62.4,-1.223348236,57.5,63.4,,62.4,,,1,2.3,0.7666666666666666,0,0,0,1,1,0,0,0,1,0,0,0,1,5,8,False,False,True,False
8950,Low,3134,0.9032474,60.95912,43,0 316500,0,17.95912,15,3,1,6,5,0,0,Tba,50.0,-10.9591217,57.1,62.6,,,,,1,2.3666666666666667,0.7888888888888889,0,0,0,0,1,1,0,0,1,1,0,0,2,4,6,False,False,True,False
8951,Low,3108,0.85651463,54.36534,38,2 305500,2,16.36534,13,3,0,5,5,0,0,Tba,45.0,-9.365341187,50.9,55.5,,,,,1,2.423076923076923,0.8076923076923076,0,1,0,0,1,1,0,0,1,1,0,0,2,3,5,False,False,True,False
8952,Low,2394,0.6779173,46.1168,30,4 305300,4,16.1168,11,3,0,5,3,0,0,Tba,37.0,-9.116798401,42.9,46.7,,,,,1,2.227272727272727,0.7424242424242423,0,1,0,0,1,1,0,0,1,0,0,0,1,3,5,False,False,True,False
8953,Low,30549,0.81195116,57.794453,44,1 324212,1,13.794453,14,3,2,4,2,1,2,Tba,51.0,-6.794452667,56.2,61.5,,,,,0,3.142857142857143,1.0476190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
8954,Low,17753,0.73660964,56.08914,40,1 333401,1,16.08914,14,3,3,3,4,0,1,Tba,47.0,-9.089141846,52.0,58.5,,,,,0,2.857142857142857,0.9523809523809524,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,False,False,True,False
8955,Low,37286,1.0789707,65.84606,53,0 223503,0,12.84606,15,2,2,3,5,0,3,Tba,60.0,-5.846061707,63.5,68.8,,,,,1,3.033333333333333,1.011111111111111,0,0,0,0,1,0,0,0,0,1,0,0,1,4,5,False,False,True,False
8956,Medium,29138,1.002174,57.635242,46,2 123502,2,11.635242,13,1,2,3,5,0,2,Tba,53.0,-4.635242462,55.5,59.7,,,,,1,3.0384615384615383,1.0128205128205128,0,0,0,0,1,0,0,0,0,1,0,0,1,3,5,False,True,False,False
8957,Medium,17737,0.8545524,42.87055,33,6 013401,6,9.87055,9,0,1,3,4,0,1,Tba,40.0,-2.870548248,41.0,43.9,,,,,1,3.1666666666666665,1.0555555555555556,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,False,True,False,False
8958,Medium,50758,1.7104096,75.12894,67,0 112326,0,8.12894,15,1,1,2,3,2,6,Tba,74.0,-1.128936768,75.5,79.6,,,,,1,3.966666666666667,1.3222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,False,True,False,False
8959,Low,610,0.5613568,44.523823,24,4 416000,4,20.523823,11,4,1,6,0,0,0,Three Tower,42.8,-1.723822784,39.1,44.6,,42.8,,,1,1.6818181818181817,0.5606060606060606,0,0,0,1,1,1,0,0,1,0,0,0,1,5,6,False,False,True,False
8960,Low,9953,0.7453781,55.069653,37,1 442130,1,18.069653,14,4,4,2,1,3,0,Tba,44.0,-11.06965256,51.0,57.3,,,,,0,2.642857142857143,0.8809523809523809,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,False,False,True,False
8961,Low,7623,0.519055,40.22056,26,5 331120,5,14.22056,10,3,3,1,1,2,0,Tba,33.0,-7.220558167,38.5,41.0,,,,,0,2.6,0.8666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,False,False,True,False
8962,Medium,40173,1.0408053,56.553787,47,3 131133,3,9.553787,12,1,3,1,1,3,3,Tba,54.0,-2.553787231,56.5,58.5,,,,,0,3.9166666666666665,1.3055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
8963,Medium,21190,0.61151016,37.806255,28,7 113021,7,9.806255,8,1,1,3,0,2,1,Matussek,37.7,-0.1062553406,37.0,37.7,,,,,0,3.5,1.1666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
8964,Rollish,1306,0.53715986,45.275646,28,3 335100,3,17.275646,12,3,3,5,1,0,0,Tba,35.0,-10.27564621,42.4,46.8,,,,,0,2.3333333333333335,0.7777777777777778,0,0,0,0,1,1,0,0,1,0,0,0,1,6,5,False,False,False,True
8965,Low,102,0.52868944,37.57637,18,5 280000,5,19.57637,10,2,8,0,0,0,0,Tba,25.0,-12.57637024,32.0,38.9,,,,,0,1.8,0.6,0,0,1,1,1,1,0,1,0,0,0,0,1,10,8,False,False,True,False
8966,Low,24758,0.93025917,62.91977,50,0 323241,0,12.91977,15,3,2,3,2,4,1,Tba,57.0,-5.919769287,61.5,67.2,,,,,1,2.8333333333333335,0.9444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
8967,Medium,24561,0.954449,56.986164,44,2 313141,2,12.986164,13,3,1,3,1,4,1,Tba,51.0,-5.986164093,55.0,59.5,,,,,1,2.8846153846153846,0.9615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
8968,High,24870,1.2099202,54.24373,46,4 012341,4,8.24373,11,0,1,2,3,4,1,Abc,53.5,-0.7437286377,53.5,56.5,,,,,1,3.6818181818181817,1.2272727272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
8969,Low,37093,0.8881364,57.964935,45,2 231403,2,12.964935,13,2,3,1,4,0,3,Tba,52.0,-5.964935303,55.5,60.1,,,,,1,2.9615384615384617,0.9871794871794872,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,False,False,True,False
