,Description,Position Id,Variance,EPC,PC,Position,Men off,Wastage,Checkers,1,2,3,4,5,6,Formula used,Estimate,Error,Abc,Matussek,2 Tower,3 Tower,4 Tower,5 Tower,Odd,CG,CG_N,gap1,gap2,gap3,gap4,gap5,gap6,tower1,tower2,tower3,tower4,tower5,tower6,towers,acedeuce,highlow,High,Medium,Low,Rollish
1926,Medium,34265,1.256026,66.576225,57,0 132342,0,9.576225,15,1,3,2,3,4,2,Tba,64.0,-2.576225281,66.5,71.2,,,,,1,3.3,1.0999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
1927,Medium,33447,1.1370434,59.98883,51,2 032332,2,8.98883,13,0,3,2,3,3,2,Tba,58.0,-1.988830566,59.5,63.0,,,,,1,3.423076923076923,1.141025641025641,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
1928,Low,39295,0.8678064,60.13174,47,1 332123,1,13.13174,14,3,3,2,1,2,3,Tba,54.0,-6.13174057,58.5,63.1,,,,,0,3.357142857142857,1.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,False,False,True,False
1929,Low,31843,0.74985933,51.53679,40,3 232122,3,11.53679,12,2,3,2,1,2,2,Tba,47.0,-4.53678894,50.5,54.0,,,,,0,3.3333333333333335,1.1111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,False,True,False
1930,Medium,21902,0.7284478,44.074604,35,5 122221,5,9.074604,10,1,2,2,2,2,1,Tba,42.0,-2.074604034,44.0,46.0,,,,,0,3.5,1.1666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,False,True,False,False
1931,Medium,31790,0.7488997,45.75276,36,5 131122,5,9.75276,10,1,3,1,1,2,2,Tba,43.0,-2.752761841,45.5,47.2,,,,,0,3.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
1932,Medium,19742,0.62397283,37.591564,29,7 022211,7,8.591564,8,0,2,2,2,1,1,Matussek,38.8,1.208435822,37.0,38.8,,,,,0,3.625,1.2083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,True,False,False
1933,Medium,31366,0.6597222,39.41572,29,7 130022,7,10.41572,8,1,3,0,0,2,2,Matussek,39.0,-0.4157218933,38.5,39.0,,,,,0,3.625,1.2083333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
1934,Medium,19668,0.5968134,30.869005,24,9 011211,9,6.869005,6,0,1,1,2,1,1,Matussek,31.7,0.8309947968,31.5,31.7,,,,,0,4.0,1.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False
1935,Medium,18604,0.4085121,28.59643,18,9 130011,9,10.59643,6,1,3,0,0,1,1,Matussek,27.7,-0.8964298248,27.5,27.7,,,,,0,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
1936,Medium,16757,0.39102608,22.810946,16,B 010201,11,6.810946,4,0,1,0,2,0,1,Matussek,22.7,-0.1109455109,23.5,22.7,,,,,0,4.0,1.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,False,True,False,False
1937,Low,36428,0.83177525,62.96146,45,0 344103,0,17.96146,15,3,4,4,1,0,3,Tba,52.0,-10.96146011,58.2,64.6,,,,,1,2.5,0.8333333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,False,False,True,False
1938,Medium,45383,1.499561,71.46579,63,0 032334,0,8.46579,15,0,3,2,3,3,4,Tba,70.0,-1.465789795,71.5,76.2,,,,,1,3.7,1.2333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
1939,Medium,30725,0.8745058,44.846123,37,6 012312,6,7.846123,9,0,1,2,3,1,2,Tba,44.0,-0.8461227417,44.5,46.0,,,,,1,3.6111111111111107,1.2037037037037035,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
1940,Medium,40342,1.2166326,57.817936,50,3 112233,3,7.817936,12,1,1,2,2,3,3,Tba,57.0,-0.8179359436,58.5,60.1,,,,,0,4.166666666666667,1.388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,False,True,False,False
1941,Medium,30461,0.7936195,40.42139,33,7 012212,7,7.42139,8,0,1,2,2,1,2,Matussek,41.6,1.178609467,40.5,41.6,,,,,0,4.125,1.375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False
1942,High,40194,1.1596867,52.324368,45,5 012133,5,7.324368,10,0,1,2,1,3,3,Abc,52.5,0.1756324768,52.5,53.7,,,,,0,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,True,False,False,False
1943,Medium,39279,0.99920493,47.315224,40,6 012123,6,7.315224,9,0,1,2,1,2,3,Tba,47.0,-0.3152236938,47.5,48.5,,,,,1,3.9444444444444446,1.3148148148148149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
1944,Medium,22853,0.65510553,33.140583,26,9 011031,9,7.140583,6,0,1,1,0,3,1,Matussek,33.3,0.1594169617,33.5,33.3,,,,,0,4.333333333333333,1.4444444444444444,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
1945,Low,30709,0.84207624,58.306923,44,1 251312,1,14.306923,14,2,5,1,3,1,2,Tba,51.0,-7.306922913,55.5,61.4,,,,,0,3.142857142857143,1.0476190476190477,0,0,0,0,0,0,0,1,0,0,0,0,1,7,4,False,False,True,False
1946,Medium,22241,0.99621904,59.38125,47,1 215321,1,12.38125,14,2,1,5,3,2,1,Tba,54.0,-5.381248474,58.4,62.5,,,,,0,3.357142857142857,1.119047619047619,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,False,True,False,False
1947,Low,28558,0.7309408,51.815662,36,3 250302,3,15.815662,12,2,5,0,3,0,2,Tba,43.0,-8.815662384,47.5,52.4,,,,,0,3.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,5,False,False,True,False
1948,Medium,22000,0.9565747,53.06372,42,3 115221,3,11.06372,12,1,1,5,2,2,1,Tba,49.0,-4.063720703,52.4,55.1,,,,,0,3.5,1.1666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,False,True,False,False
1949,Medium,19468,0.79782337,44.333267,33,5 115111,5,11.333267,10,1,1,5,1,1,1,Tba,40.0,-4.333267212,43.4,45.5,,,,,0,3.3,1.0999999999999999,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,False,True,False,False
1950,Rollish,999,0.38616025,37.233253,20,5 351100,5,17.233253,10,3,5,1,1,0,0,Tba,27.0,-10.23325348,33.5,38.2,,,,,0,2.0,0.6666666666666666,0,0,0,0,1,1,0,1,0,0,0,0,1,8,5,False,False,False,True
1951,Medium,19423,0.691591,38.346718,29,7 014111,7,9.346718,8,0,1,4,1,1,1,Matussek,39.7,1.353282166,37.7,39.7,,,,,0,3.625,1.2083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
1952,Rollish,400,0.37921533,36.326477,18,6 333000,6,18.326477,9,3,3,3,0,0,0,Tba,25.0,-11.32647705,31.0,34.8,,,,,1,1.5,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,6,3,False,False,False,True
1953,Medium,8718,0.8454823,49.607773,38,3 222420,3,11.607773,12,2,2,2,4,2,0,Tba,45.0,-4.607772827,49.0,52.7,,,,,0,3.1666666666666665,1.0555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,False,True,False,False
1954,Medium,8402,0.68291587,42.199306,31,5 221320,5,11.199306,10,2,2,1,3,2,0,Tba,38.0,-4.199306488,42.0,43.5,,,,,0,3.1,1.0333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,True,False,False
1955,Medium,40248,1.2061238,65.35769,55,1 034133,1,10.35769,14,0,3,4,1,3,3,Tba,62.0,-3.357688904,64.7,68.9,,,,,0,3.9285714285714284,1.3095238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
1956,Medium,40040,1.0449661,58.37667,48,3 033033,3,10.37667,12,0,3,3,0,3,3,Tba,55.0,-3.376670837,57.0,59.7,,,,,0,4.0,1.3333333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
1957,Rollish,16442,0.6409859,57.43635,33,0 562101,0,24.43635,15,5,6,2,1,0,1,Tba,40.0,-17.43635178,48.0,58.4,,,,,1,1.7000000000000002,0.5666666666666668,0,0,0,0,1,0,1,1,0,0,0,0,2,11,6,False,False,False,True
1958,Rollish,23571,0.73965865,61.067066,47,0 333231,0,14.067066,15,3,3,3,2,3,1,Tba,54.0,-7.067066193,59.0,64.3,,,,,1,2.6333333333333333,0.8777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,False,False,False,True
1959,Rollish,330,0.55593026,50.07932,23,2 562000,2,27.07932,13,5,6,2,0,0,0,Tba,30.0,-20.079319,39.0,48.9,,,,,1,1.2692307692307692,0.4230769230769231,0,0,0,1,1,1,1,1,0,0,0,0,2,11,6,False,False,False,True
1960,Low,23537,0.7317622,54.761105,43,2 232231,2,11.761105,13,2,3,2,2,3,1,Tba,50.0,-4.761104584,53.5,57.5,,,,,1,2.8076923076923075,0.9358974358974358,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,False,True,False
1961,Medium,23494,0.79000974,49.120693,39,4 131231,4,10.120693,11,1,3,1,2,3,1,Tba,46.0,-3.120693207,48.5,50.7,,,,,1,3.0454545454545454,1.0151515151515151,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
1962,Medium,23441,0.8227433,44.449436,35,6 030231,6,9.449436,9,0,3,0,2,3,1,Tba,42.0,-2.449436188,43.5,44.9,,,,,1,3.388888888888889,1.1296296296296295,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
1963,Medium,8059,0.5961459,36.982517,27,7 031220,7,9.982517,8,0,3,1,2,2,0,Matussek,37.4,0.4174827576,36.5,37.4,,,,,0,3.375,1.125,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,False,True,False,False
1964,High,48970,1.8469242,76.66334,69,0 013245,0,7.66334,15,0,1,3,2,4,5,Abc,77.0,0.3366622925,77.0,80.3,,,,,1,4.1,1.3666666666666665,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,True,False,False,False
1965,High,52525,2.2879236,85.086525,78,0 001257,0,7.086525,15,0,0,1,2,5,7,Abc,85.0,-0.08652496338,85.0,87.8,,,,,1,4.7,1.5666666666666667,1,1,0,0,0,0,0,0,0,0,1,1,2,0,7,True,False,False,False
1966,Medium,4339,0.6479352,39.3141,23,6 305010,6,16.3141,9,3,0,5,0,1,0,Three Tower,37.5,-1.814098358,35.9,38.7,,37.5,,,1,2.0555555555555554,0.6851851851851851,0,1,0,1,0,1,0,0,1,0,0,0,1,3,5,False,True,False,False
1967,Low,455,0.40140525,30.56522,15,8 304000,8,15.56522,7,3,0,4,0,0,0,Three Tower,28.2,-2.365219879,27.2,29.7,,28.2,,,1,1.6428571428571428,0.5476190476190476,0,1,0,1,1,1,0,0,0,0,0,0,0,3,4,False,False,True,False
1968,Rollish,17017,0.6629489,54.67802,35,1 443201,1,19.67802,14,4,4,3,2,0,1,Tba,42.0,-12.67802048,48.5,56.0,,,,,0,2.5,0.8333333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,False,False,False,True
1969,Medium,364,0.4499123,25.39702,12,9 303000,9,13.39702,6,3,0,3,0,0,0,Matussek,24.9,-0.49702034,23.5,24.9,,,,,0,2.0,0.6666666666666666,0,1,0,1,1,1,0,0,0,0,0,0,0,3,3,False,True,False,False
1970,Rollish,1738,0.45540082,44.485733,26,3 442200,3,18.485733,12,4,4,2,2,0,0,Tba,33.0,-11.48573303,40.0,46.1,,,,,0,2.1666666666666665,0.7222222222222222,0,0,0,0,1,1,0,0,0,0,0,0,0,8,4,False,False,False,True
1971,Rollish,990,0.37356266,36.936714,19,5 441100,5,17.936714,10,4,4,1,1,0,0,Tba,26.0,-10.93671417,33.0,37.9,,,,,0,1.9,0.6333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,8,4,False,False,False,True
1972,Medium,48866,1.5012454,70.94264,62,1 113045,1,8.94264,14,1,1,3,0,4,5,Tba,69.0,-1.942642212,71.0,73.5,,,,,0,4.428571428571429,1.4761904761904763,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,False,True,False,False
1973,Medium,45085,1.1753988,60.12985,51,3 113034,3,9.12985,12,1,1,3,0,3,4,Tba,58.0,-2.12984848,60.0,62.2,,,,,0,4.25,1.4166666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
1974,High,45988,1.9222594,77.58711,70,0 003354,0,7.58711,15,0,0,3,3,5,4,Abc,77.5,-0.08711242676,77.5,80.5,,,,,1,4.166666666666667,1.388888888888889,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,True,False,False,False
1975,Medium,44363,1.0001626,51.59571,43,5 112024,5,8.59571,10,1,1,2,0,2,4,Tba,50.0,-1.595710754,51.5,53.2,,,,,0,4.3,1.4333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
1976,High,41384,1.7138678,70.65177,63,1 012353,1,7.65177,14,0,1,2,3,5,3,Abc,70.5,-0.1517715454,70.5,73.9,,,,,0,4.5,1.5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,True,False,False,False
1977,High,34818,1.5197268,62.725574,55,3 002352,3,7.725574,12,0,0,2,3,5,2,Abc,62.0,-0.7255744934,62.0,64.5,,,,,0,4.583333333333333,1.5277777777777777,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,True,False,False,False
1978,High,34747,1.4106176,58.599915,51,4 002252,4,7.599915,11,0,0,2,2,5,2,Abc,58.0,-0.5999145508,58.0,60.1,,,,,1,4.136363636363637,1.378787878787879,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,True,False,False,False
1979,Medium,4775,0.4810675,27.958878,19,9 022110,9,8.958878,6,0,2,2,1,1,0,Matussek,28.3,0.3411224365,28.0,28.3,,,,,0,3.1666666666666665,1.0555555555555556,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,False,True,False,False
1980,High,34726,1.3597754,55.224117,48,5 001252,5,7.224117,10,0,0,1,2,5,2,Abc,55.0,-0.2241172791,55.0,56.3,,,,,0,4.8,1.5999999999999999,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,True,False,False,False
1981,High,33963,1.1056767,45.78858,39,7 001142,7,6.78858,8,0,0,1,1,4,2,Matussek,46.7,0.9114181519,46.0,46.7,,,,,0,4.875,1.625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
1982,High,24195,0.84744763,36.021255,29,9 001041,9,7.021255,6,0,0,1,0,4,1,Five Tower,36.2,0.1787445068,36.0,36.2,,,,36.2,0,4.833333333333333,1.611111111111111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
1983,Low,15689,0.66096896,47.449047,24,3 551001,3,23.449047,12,5,5,1,0,0,1,Tba,31.0,-16.44904709,38.5,45.9,,,,,0,2.0,0.6666666666666666,0,0,0,1,1,0,1,1,0,0,0,0,2,10,5,False,False,True,False
1984,Rollish,4777,0.37486103,31.857533,21,7 222110,7,10.857533,8,2,2,2,1,1,0,Matussek,33.3,1.442467499,32.0,33.3,,,,,0,2.625,0.875,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,False,False,False,True
1985,Low,15678,0.5580728,40.568073,21,5 441001,5,19.568073,10,4,4,1,0,0,1,Tba,28.0,-12.56807327,34.0,39.6,,,,,0,2.1,0.7000000000000001,0,0,0,1,1,0,0,0,0,0,0,0,0,8,4,False,False,True,False
1986,Medium,4127,0.41069025,25.870508,16,9 122010,9,9.870508,6,1,2,2,0,1,0,Matussek,25.9,0.02949180603,26.0,25.9,,,,,0,2.6666666666666665,0.8888888888888888,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,False,True,False,False
1987,Rollish,488,0.3842101,37.47884,21,5 334000,5,16.47884,10,3,3,4,0,0,0,Tba,28.0,-9.478839874,34.7,39.6,,,,,0,2.1,0.7000000000000001,0,0,0,1,1,1,0,0,0,0,0,0,0,6,4,False,False,False,True
1988,Low,32343,0.9420917,63.485115,52,0 224322,0,11.485115,15,2,2,4,3,2,2,Tba,59.0,-4.485115051,63.2,68.1,,,,,1,2.966666666666667,0.9888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,False,True,False
1989,Medium,50541,1.2540169,66.07606,56,2 212026,2,10.07606,13,2,1,2,0,2,6,Tba,63.0,-3.076057434,65.5,69.4,,,,,1,3.8076923076923075,1.2692307692307692,0,0,0,1,0,0,0,0,0,0,0,1,1,3,6,False,True,False,False
1990,Low,36928,0.79427546,56.971977,44,2 232303,2,12.971977,13,2,3,2,3,0,3,Tba,51.0,-5.971977234,54.5,58.5,,,,,1,2.8846153846153846,0.9615384615384616,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,False,False,True,False
1991,Low,31518,0.78697616,55.881187,40,2 252022,2,15.881187,13,2,5,2,0,2,2,Tba,47.0,-8.881187439,51.5,57.2,,,,,1,2.576923076923077,0.858974358974359,0,0,0,1,0,0,0,1,0,0,0,0,1,7,5,False,False,True,False
1992,Low,36879,0.76613665,50.550743,39,4 221303,4,11.550743,11,2,2,1,3,0,3,Tba,46.0,-4.550743103,49.0,51.4,,,,,1,3.0454545454545454,1.0151515151515151,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,False,False,True,False
1993,Low,18812,0.5687904,45.199684,29,4 252011,4,16.199684,11,2,5,2,0,1,1,Tba,36.0,-9.199684143,40.5,45.9,,,,,1,2.1363636363636362,0.712121212121212,0,0,0,1,0,0,0,1,0,0,0,0,1,7,5,False,False,True,False
1994,Low,28534,0.616621,41.750614,30,6 220302,6,11.750614,9,2,2,0,3,0,2,Tba,37.0,-4.750614166,40.0,41.5,,,,,1,2.8333333333333335,0.9444444444444445,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,False,False,True,False
1995,Rollish,4149,0.3808436,36.705975,21,6 242010,6,15.705975,9,2,4,2,0,1,0,Tba,28.0,-8.705974579,33.0,36.5,,,,,1,1.8333333333333335,0.6111111111111112,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4,False,False,False,True
1996,Medium,28171,0.5108526,34.549065,25,8 120202,8,9.549065,7,1,2,0,2,0,2,Matussek,34.1,-0.4490646362,34.0,34.1,,,,,1,3.0714285714285716,1.023809523809524,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,False,True,False,False
1997,Medium,2719,0.7232146,37.481983,27,7 013400,7,10.481983,8,0,1,3,4,0,0,Matussek,37.8,0.3180168152,36.0,37.8,,,,,0,3.375,1.125,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4,False,True,False,False
1998,Low,36934,0.826849,63.22458,47,0 342303,0,16.22458,15,3,4,2,3,0,3,Tba,54.0,-9.224578857,59.0,65.8,,,,,1,2.6333333333333333,0.8777777777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,False,False,True,False
1999,High,53790,2.244733,87.63503,80,0 002049,0,7.63503,15,0,0,2,0,4,9,Abc,87.0,-0.6350326538,87.0,89.8,,,,,1,4.833333333333333,1.611111111111111,1,1,0,1,0,0,0,0,0,0,0,1,1,0,9,True,False,False,False
2000,High,53787,2.1887321,84.47733,77,1 001049,1,7.47733,14,0,0,1,0,4,9,Abc,84.0,-0.4773330688,84.0,86.0,,,,,0,5.5,1.8333333333333333,1,1,0,1,0,0,0,0,0,0,0,1,1,0,9,True,False,False,False
2001,Rollish,30550,0.7382308,61.191372,45,0 424212,0,16.191372,15,4,2,4,2,1,2,Tba,52.0,-9.191371918,58.2,64.5,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,False,True
2002,Low,28403,0.767057,55.002872,38,2 414202,2,17.002872,13,4,1,4,2,0,2,Tba,45.0,-10.00287247,50.7,56.0,,,,,1,2.423076923076923,0.8076923076923076,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,False,False,True,False
2003,Low,17039,0.7119377,50.220985,31,3 504201,3,19.220985,12,5,0,4,2,0,1,Tba,38.0,-12.22098541,44.2,49.6,,,,,0,2.5833333333333335,0.8611111111111112,0,1,0,0,1,0,1,0,0,0,0,0,1,5,5,False,False,True,False
2004,Low,23731,0.85803705,58.12151,46,1 322331,1,12.12151,14,3,2,2,3,3,1,Tba,53.0,-5.121509552,57.0,61.6,,,,,0,3.2857142857142856,1.0952380952380951,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,False,True,False
2005,Low,16463,0.584837,42.370106,24,5 503101,5,18.370106,10,5,0,3,1,0,1,Tba,31.0,-11.37010574,36.5,41.4,,,,,0,2.4,0.7999999999999999,0,1,0,0,1,0,1,0,0,0,0,0,1,5,5,False,False,True,False
2006,Low,10496,0.7860068,50.085224,37,3 321330,3,13.085224,12,3,2,1,3,3,0,Tba,44.0,-6.085224152,49.0,51.7,,,,,0,3.0833333333333335,1.027777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,False,False,True,False
2007,Medium,8394,0.6700731,42.380844,30,5 311320,5,12.380844,10,3,1,1,3,2,0,Tba,37.0,-5.380844116,41.5,43.2,,,,,0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,True,False,False
2008,Medium,5652,0.5555978,35.431942,23,7 301310,7,12.431942,8,3,0,1,3,1,0,Matussek,34.7,-0.7319419861,34.0,34.7,,,,,0,2.875,0.9583333333333334,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,False,True,False,False
2009,Rollish,1617,0.2701042,29.834835,16,8 311200,8,13.834835,7,3,1,1,2,0,0,Matussek,28.4,-1.434835052,27.5,28.4,,,,,1,1.7857142857142856,0.5952380952380952,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,False,False,False,True
2010,Rollish,4796,0.48651654,38.884266,25,5 242110,5,13.884266,10,2,4,2,1,1,0,Tba,32.0,-6.8842659,37.0,40.9,,,,,0,2.5,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,False,True
2011,Low,4785,0.39335918,31.172327,21,8 032110,8,10.172327,7,0,3,2,1,1,0,Matussek,31.6,0.4276729584,30.5,31.6,,,,,1,2.5,0.8333333333333334,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,False,False,True,False
2012,Rollish,1794,0.42240748,38.357704,24,5 323200,5,14.357704,10,3,2,3,2,0,0,Tba,31.0,-7.357704163,36.5,39.3,,,,,0,2.4,0.7999999999999999,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,False,False,False,True
2013,Medium,5298,0.4967031,33.204456,23,7 212210,7,10.204456,8,2,1,2,2,1,0,Matussek,34.4,1.195543671,33.5,34.4,,,,,0,2.875,0.9583333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,False,True,False,False
2014,High,5285,0.50880706,26.203535,19,A 002210,10,7.203535,5,0,0,2,2,1,0,Matussek,26.1,-0.10353508,27.0,26.1,,,,,1,3.3,1.0999999999999999,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,True,False,False,False
2015,Medium,48392,1.5857829,73.39356,65,0 023325,0,8.39356,15,0,2,3,3,2,5,Tba,72.0,-1.393562317,73.5,77.6,,,,,1,3.833333333333333,1.2777777777777777,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,False,True,False,False
2016,Low,46867,1.0688976,68.22667,54,0 242205,0,14.22667,15,2,4,2,2,0,5,Tba,61.0,-7.226669312,65.0,70.6,,,,,1,3.1,1.0333333333333334,0,0,0,0,1,0,0,0,0,0,0,1,1,6,5,False,False,True,False
2017,Low,42574,0.83812785,55.947243,42,3 240204,3,13.947243,12,2,4,0,2,0,4,Tba,49.0,-6.947242737,53.0,56.9,,,,,0,3.5,1.1666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,6,4,False,False,True,False
2018,Low,36614,0.6763352,49.631138,37,4 231203,4,12.631138,11,2,3,1,2,0,3,Tba,44.0,-5.631137848,47.5,50.3,,,,,1,2.8636363636363638,0.9545454545454546,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2019,Medium,23564,0.9145175,52.827095,43,3 123231,3,9.827095,12,1,2,3,2,3,1,Tba,50.0,-2.827095032,52.5,55.0,,,,,0,3.5833333333333335,1.1944444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,False,True,False,False
2020,Rollish,15686,0.43031755,36.965446,21,6 251001,6,15.965446,9,2,5,1,0,0,1,Tba,28.0,-8.965446472,32.5,36.9,,,,,1,1.8333333333333335,0.6111111111111112,0,0,0,1,1,0,0,1,0,0,0,0,1,7,5,False,False,False,True
2021,Medium,45604,1.2334278,66.71686,56,1 230144,1,10.71686,14,2,3,0,1,4,4,Tba,63.0,-3.71685791,66.5,70.0,,,,,0,4.0,1.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,False,True,False,False
2022,Medium,40888,1.1303058,56.491417,48,4 200243,4,8.491417,11,2,0,0,2,4,3,Tba,55.0,-1.491416931,57.0,58.4,,,,,1,3.8636363636363633,1.2878787878787878,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
2023,Medium,33126,1.0124218,50.104378,42,5 013132,5,8.104378,10,0,1,3,1,3,2,Tba,49.0,-1.104377747,50.0,51.4,,,,,0,4.2,1.4000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
2024,High,40272,1.079744,49.17645,42,6 100233,6,7.17645,9,1,0,0,2,3,3,Abc,50.0,0.823551178,50.0,49.2,,,,,1,4.166666666666667,1.388888888888889,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,True,False,False,False
2025,Medium,4841,0.5230339,28.802465,20,9 013110,9,8.802465,6,0,1,3,1,1,0,Matussek,28.8,-0.002465438843,29.0,28.8,,,,,0,3.3333333333333335,1.1111111111111112,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,False,True,False,False
2026,Low,22229,0.934239,58.81484,47,1 134321,1,11.81484,14,1,3,4,3,2,1,Tba,54.0,-4.814838409,57.7,62.3,,,,,0,3.357142857142857,1.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,False,True,False
2027,Low,7170,0.66116655,47.4641,27,3 532020,3,20.4641,12,5,3,2,0,2,0,Tba,34.0,-13.46409988,41.5,47.4,,,,,0,2.25,0.75,0,0,0,1,0,1,1,0,0,0,0,0,1,8,5,False,False,True,False
2028,Rollish,5744,0.484779,44.93376,31,4 232310,4,13.93376,11,2,3,2,3,1,0,Tba,38.0,-6.933761597,42.5,45.4,,,,,1,2.3181818181818183,0.7727272727272728,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,False,False,False,True
2029,Low,15740,0.75232,55.624657,23,1 B02001,1,32.624657,14,11,0,2,0,0,1,Tba,30.0,-25.62465668,41.0,53.2,,,,,0,1.6428571428571428,0.5476190476190476,0,1,0,1,1,0,1,0,0,0,0,0,1,11,11,False,False,True,False
2030,Low,5680,0.48703313,38.575233,27,6 131310,6,11.575233,9,1,3,1,3,1,0,Tba,34.0,-4.575233459,37.5,38.6,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,False,True,False
